Report #,Title,Report Type,Category,Severity,Date Discovered,Date Reported,Date Answered,Date Resolved,LCN,Part Number,Serial Number
S025UNQT04-1-24670051,EEL Request-Pleus,DQIM,CAT II,Medium,5/21/15 17:20,5/26/15 17:14,5/28/15 16:43,12/17/15 16:19,A4232030,987-0006-460,0
S025UNQT04-1-24670177,EEL Request-Rallo,DQIM,CAT II,Medium,5/21/15 17:23,5/26/15 17:14,5/28/15 16:18,12/17/15 16:18,A4232030,987-0006-460,0
S025UNQT04-1-24671303,EEL Request-Teel,DQIM,CAT II,Medium,5/21/15 17:27,5/26/15 17:14,5/28/15 13:58,12/17/15 16:15,A4232030,987-0006-460,0
S025UNQT04-1-24694111,The EEL flag for IUID:DK52942CEH00006-000827B00178 needs to be set to true.,DQIM,CAT II,Low,5/26/15 17:20,5/28/15 18:50,6/2/15 16:33,11/9/15 21:05,A,PN:2CEH00006-0008,0
S025UNQT04-1-24694291,IUID not available in LDM D635162ZCH66500-0418334,DQIM,CAT I,Low,5/26/15 18:47,5/26/15 18:51,5/27/15 19:34,5/28/15 18:52,A,434400-135,3034
S025UNQT04-1-24708541,Need VPN updated in IUID D049392ZKH33148-000110146,DQIM,CAT II,Low,5/27/15 17:24,5/27/15 17:39,5/28/15 17:59,5/28/15 18:52,A,77454800-019,10146
S025UNQT04-1-24750010,Need EEL Flag set to true for IUID D637602FVH00001-000513B0450,DQIM,CAT II,Medium,5/29/15 17:44,5/29/15 17:47,6/17/15 18:07,6/23/15 17:26,A,114E9640G5,0
S025UNQT04-1-24766001, IUID need to be set to serviceable D635162ZCH66500-04183031,DQIM,CAT I,Low,6/1/15 19:52,6/1/15 20:00,6/3/15 13:26,6/3/15 20:33,A,434400-135,3031
S025UNQT04-1-24780271,(SCM) EEL Needed for JSF PN 2ZCH62760-0004 MAF PN 359510-02-03 SN 114329 CAGE 06VL3,DQIM,CAT II,Low,6/3/15 14:23,6/3/15 15:06,6/8/15 17:18,0,A4232080,359510-02-03,114329
S025UNQT04-1-24788375,(SCM) EEL Needed for JSF PN 2ZCH62760-0004 MAF PN 359510-02-03 SN 114469 CAGE 06VL3,DQIM,CAT II,Low,6/3/15 14:36,6/3/15 15:03,6/8/15 17:09,0,A4232080,359510-02-03,114469
S025UNQT04-1-24796273,(SCM) EEL NEEDED FOR JSF PN 2ZCH28994-0003 MAF PN 270-9008-140 SN 130008 CAGE CODE 0EFD0,DQIM,CAT II,Low,6/3/15 21:44,6/3/15 22:11,6/8/15 14:56,0,F9541070,270-9008-140,130008
S025UNQT04-1-24801666,(SCM) EEL NEEDED FOR JSF PN 2ZCH28984-0003 MAF PN 270-9008-090 SERIAL NUMBER 140014 CAGE CODE 0EFD0,DQIM,CAT II,Low,6/3/15 22:03,6/3/15 22:10,6/8/15 14:32,0,F9541070,270-9008-090,140014
S025UNQT04-1-24805161,Missing Extra Pilot Equipment Inventories,DQIM,CAT II,High,6/4/15 16:11,6/4/15 23:06,8/24/15 21:01,12/17/15 16:14,F9541000,0,0
S025UNQT04-1-24811332,EEl request's,DQIM,CAT II,Medium,6/4/15 16:40,6/4/15 23:04,8/4/15 13:44,12/17/15 16:13,A4232030,0,0
S025UNQT04-1-24811827,EEL Request,DQIM,CAT II,Medium,6/4/15 16:50,6/4/15 23:04,8/3/15 18:57,12/17/15 16:12,T6921715,0,0
S025UNQT04-1-24811951,EEL Request,DQIM,CAT II,Medium,6/4/15 16:53,6/4/15 23:03,8/5/15 16:16,12/17/15 16:13,A4232080,0,0
S025UNQT04-1-24825858,Request for PN change on Image Processor 01072,DQIM,CAT II,Low,6/6/15 3:00,6/9/15 0:12,6/15/15 21:49,6/22/15 17:21,A42,0,0
S025UNQT04-1-24842081,Need EEL available in LDM,DQIM,CAT II,Low,6/9/15 15:21,6/15/15 15:44,6/16/15 19:36,6/23/15 17:27,A513,"2ZCH28982-0003, 270-9008-070",140142
S025UNQT04-1-24875701,270V DC BCCU Part Number: 7P402JSF1-2,DQIM,CAT II,High,6/10/15 20:35,6/22/15 15:59,8/6/15 19:45,8/19/15 17:20,A2432011,7P402JSF1-2,0
S025UNQT04-1-24885681, Need IUID Created for Part Number 0N687022-509 SN 00160,DQIM,CAT II,Low,6/11/15 19:04,6/11/15 19:45,7/2/15 16:49,7/7/15 17:16,A4220022,2ZKH85070-0005,160
S025UNQT04-1-24901711,SFRH11014-0006 needs  marking  to change from SFRH11014-0006  to 2FRH11014-0006,Supply Chain,CAT I,Low,6/12/15 16:30,6/12/15 16:51,6/15/15 17:52,6/23/15 17:26,Default,SFRH11014-0006,0
S025UNQT04-1-24902161,Need EEL flipped to servicable for IUID DU16052ZCH41020-00050045,DQIM,CAT I,Low,6/12/15 17:04,6/12/15 17:29,6/15/15 17:47,6/16/15 15:21,A3541010,2ZCH41020-0005,45
S025UNQT04-1-24935541,PQDR INFO ONLY-HDU Unserviceable,Supply Chain,CAT II,High,6/16/15 23:14,6/16/15 23:37,6/23/15 17:18,12/17/15 16:11,A4232010,353200-20-11,427
S025UNQT04-1-24945911,Need servicability flag flipped to true.,DQIM,CAT II,Low,6/17/15 19:57,6/19/15 14:42,7/8/15 16:56,9/29/15 21:40,Default,2ZKH85060-0003,0
S025UNQT04-1-24946021,Need Serviceability flag flipped to true,DQIM,CAT II,Low,6/17/15 21:28,6/19/15 14:41,6/29/15 19:43,7/7/15 17:20,Default,2FRV14022-0004,193
S025UNQT04-1-24956141,(SCM) EEL NEEDED FOR JSF PN 2ZCH62760-0004 MAF PN 359510-02-03 SN 114348 CAGE CODE 06VL3,DQIM,CAT II,Low,6/18/15 15:27,6/18/15 15:54,7/21/15 17:09,0,A4232080,359510-02-03,114348
S025UNQT04-1-24956293,(SCM) EEL NEEDED FOR JSF PN 2ZCH62760-0004 MAF PN 359510-02-03 SN 114476 CAGE CODE 06VL3,DQIM,CAT II,Low,6/18/15 15:33,6/18/15 15:51,7/21/15 17:07,0,A4232080,359510-02-03,114476
S025UNQT04-1-24958374,(SCM) EEL NEEDED FOR JSF PN 2ZCH62760-0004 MAF PN 359510-02-03 SN 114339,DQIM,CAT II,Low,6/18/15 15:36,6/18/15 15:50,7/21/15 17:06,0,A4232080,359510-02-03,114339
S025UNQT04-1-24958455,(SCM) EEL NEEDED FOR JSF PN 2ZCH62760-0004 MAF PN 359510-02-03 SN 113959,DQIM,CAT II,Low,6/18/15 15:38,6/18/15 15:49,7/21/15 17:05,0,A4232080,359510-02-03,113959
S025UNQT04-1-24964033,BCCU PART NUMBER APPLICABILITY,Supply Chain,CAT II,Medium,6/22/15 15:37,6/22/15 15:55,0,3/17/16 12:46,A2432011,7P402JSF1-3,0
S025UNQT04-1-24973461,Please set IUID DK52942CEH00006-000827B00113 to true,DQIM,CAT II,Low,6/22/15 18:37,6/22/15 18:48,7/13/15 16:36,9/29/15 21:39,A2432010,7P502JSF2,0
S024-20170629-192235308,17R_DQIM_DMC_UPGRDE 6_29JUN17_UK,DQIM,CAT II,Medium,6/29/17 19:22,6/30/17 15:51,7/17/17 20:06,0,Default,0,0
S024-20170629-195120730,17R_DQIM_DMC_UPGRADE 7_29JUN17_UK,DQIM,CAT II,Medium,6/29/17 19:51,6/30/17 15:58,0,0,Default,0,0
S024-20170629-195809616,17R_DQIM_DMC_UPGRADE 8_29JUN17_UK,DQIM,CAT II,Medium,6/29/17 19:58,6/30/17 16:12,7/25/17 18:16,9/12/17 17:45,Default,0,0
S024-20170707-153834972,17R_BK4_DQIM_EJECTION_SEAT_CATAPULT_07JUL17_153.28_UK,DQIM,CAT I,Low,7/7/17 15:38,7/7/17 16:09,7/10/17 20:29,7/19/17 23:17,A9511010,MBEU250005-4.7,0
S024-20170712-154302865,17R_SUPPLY_PN LOAD_12JUL17_UK,DQIM,CAT II,Low,7/12/17 15:43,7/12/17 16:11,8/14/17 14:09,8/14/17 22:50,Default,2CSH00691-0001,0
S024-20170713-191753495,17R_SUPPLY_PN LOAD_JSFN21E5F_13JUL17_UK,DQIM,CAT II,Medium,7/13/17 19:17,7/13/17 20:19,10/25/17 19:46,11/27/17 22:47,Default,JSFN21E5F,0
S024-20170717-152329077,17R_BK4_Wpns_DQIM_Claiming of incorrect TCTD_17 July 2017_153.28_UK,DQIM,CAT II,Low,7/17/17 15:23,7/17/17 15:48,8/3/17 14:05,9/15/17 19:06,Default,0,0
S024-20170719-231853878,17R_BK4_WPNS_LCN_BOM_PARA_HARNESS_ASSY_19JUL17_153.28_UK,DQIM,CAT I,Low,7/19/17 23:18,7/19/17 23:53,7/28/17 18:20,8/7/17 16:53,A9511013,MBEU254140-10,0
S024-20170725-164023282,17R_SUPPLY_PN LOAD_25JUL17_UK,DQIM,CAT II,Low,7/25/17 16:40,8/16/17 18:41,10/25/17 19:55,10/26/17 17:40,Default,"829627-02, 876098-01",0
S024-20170731-164417790,Require an EEL for PN: MBEU251619 CC: U1604 SN: 29507,DQIM,CAT II,Low,7/31/17 16:44,7/31/17 16:46,12/13/17 15:32,0,Default,0,0
S024-20170802-154443202,17R_ALIS_DT LOAN EQUIPMENT ASSISTANCE_02AUG17_UK,Supply Chain,CAT II,Low,8/2/17 15:44,8/2/17 15:58,8/3/17 15:58,9/18/17 16:23,Default,0,0
S024-20170809-161515536,Request EEL creation for PN: MBEU251619 CC: U1604 SN: 29507,DQIM,CAT II,Low,8/9/17 16:15,8/9/17 16:17,8/18/17 13:26,0,Default,0,29507
S024-20170824-021805329,17R_BK4_Wpns_MWARS Battery_23AUG17_153.28,Supply Chain,CAT I,Low,8/24/17 2:18,8/24/17 17:55,8/28/17 18:47,0,A9511014011,MBEU251619,0
S024-20170824-175752891,17R_WPNS_MWARS PAIR LIFING INCORRECT_24AUG17-UK,DQIM,CAT I,Medium,8/24/17 17:57,8/24/17 18:55,9/7/17 16:16,10/13/17 22:51,A9511014010,MBEU252600-4,0
S024-20170828-224023571,P/N 2FSH73201-0008 s/n 2BK0002-UNK-5611310 FAILED TO UPDATE S/N WHEN ATTEMPTED SEE DETAILS,DQIM,CAT II,High,8/28/17 22:40,8/28/17 22:52,0,0,A5611310,2FSH73201-0008,0
S024-20170906-021135407,17R_BK1_DMC_DAS#6CAMERA_05SEP17_477.21_UK,DQIM,CAT I,Low,9/6/17 2:11,9/6/17 16:40,9/8/17 18:08,10/3/17 15:44,A9930016,2ZKH33010-0021,0
S024-20170906-165015824,17R_SUPPLY_PN LOAD_06SEP17_UK,DQIM,CAT II,Low,9/6/17 16:50,9/8/17 19:28,10/27/17 20:48,11/1/17 16:43,Default,0S1130-06-15D,0
S024-20170908-162719531,17R_BK1/BK2_DQIM_CMMS PNs INCORRECT_9Sep17_UK,DQIM,CAT II,Medium,9/8/17 16:27,9/8/17 19:18,0,0,Default,0,0
S024-20170913-165518354,Request to have DTR A2UN-1-70128911 for SBD retransmitted to UK SOU,DQIM,CAT I,Low,9/13/17 16:55,9/13/17 17:03,9/19/17 16:11,0,A0310010,2RDF05300-0005,0
S024-20170918-203944962,17R_BK1_ MECH TM_DELAY IN DELIVERY OF NOZZLE_18SEP17_477.21_UK,DQIM,CAT II,Medium,9/18/17 20:39,9/19/17 15:21,11/28/17 0:16,11/29/17 23:13,C7810010,4117626,0
S024-20170919-223137925,17R_BK4_AV_LCN_BOM_SDL_UPDATE_19SEP17_153.28_UK,DQIM,CAT I,Low,9/19/17 22:31,9/19/17 23:16,0,0,A0310,0,0
S024-20170919-233156639,17R_BK2_MECH TM_IGNITER PRECEDENCE LEVEL_19SEP17_584.54_UK,DQIM,CAT I,Low,9/19/17 23:31,9/20/17 22:01,9/26/17 23:01,9/27/17 15:25,P7420060,5101222,0
S024-20170920-031717238,17R_BK1_DMC_PANEL 4112 BK2_19SEP17_477.21_UK,DQIM,CAT II,Low,9/20/17 3:17,9/20/17 21:20,11/17/17 20:08,0,A5234112,2WSH82717-0005,0
S024-20170920-233532590,17R_BK4_AV_DTR_REQUIRED_FOR_3F_SOFTWARE_20SEP17_153.28_UK,DQIM,CAT II,Low,9/20/17 23:35,9/21/17 0:50,0,1/0/00 0:00,A03,1/0/00 0:00,0
S024-20170921-020452502,17R_BK1_DMC_ CAMO MAR1_20SEP17_477.21 _UK,DQIM,CAT II,Low,9/21/17 2:04,9/25/17 19:11,11/21/17 19:35,0,Default,PW-D058617,0
S024-20170921-022753380,17R_BK1_DMC_ CAMO MAR2_20SEP17_477.21 _UK,DQIM,CAT II,Low,9/21/17 2:27,9/25/17 19:03,11/7/17 19:01,11/7/17 21:48,Default,2FRV15002-0004,0
S024-20170921-023305805,17R_BK1_DMC_ CAMO MAR3_20SEP17_477.21 _UK,DQIM,CAT II,Low,9/21/17 2:33,9/25/17 18:51,0,0,Default,2GRV03330-0030,0
S024-20170921-023713788,17R_BK1_DMC_ CAMO MAR3_20SEP17_477.21 _UK,DQIM,CAT II,Low,9/21/17 2:37,9/21/17 21:42,0,1/0/00 0:00,Default,5101193,0
S024-20170921-043610304,17R_AME_WPNS_OUTSTANDING TCTDs_19 SEP 17_UK,DQIM,CAT II,Low,9/21/17 4:36,9/21/17 23:53,0,0,A943,2ZAH41000-8000,0
S024-20170922-134908790,17R_BK4_DMC_ CAMO MAR1_22SEP17_153.28 _UK,DQIM,CAT II,Low,9/22/17 13:49,9/25/17 18:10,10/18/17 20:39,1/0/00 0:00,Default,A,1/0/00 0:00
S024-20170922-135714663,17R_BK4_DMC_ CAMO MAR 2_22SEP17_153.28 _UK,DQIM,CAT II,Low,9/22/17 13:57,9/25/17 17:59,0,0,Default,A,0
S024-20170922-140829953,17R_BK4_DMC_ CAMO MAR 3_22SEP17_153.28 _UK,DQIM,CAT II,Low,9/22/17 14:08,9/25/17 17:51,0,1/0/00 0:00,Default,A,0
S024-20170922-141112034,17R_BK1_DMC_ CAMO MAR 4_20SEP17_477.21 _UK,DQIM,CAT II,Low,9/22/17 14:11,9/25/17 17:23,0,0,Default,A,0
S024-20170922-141905554,17R_BK4_DMC_ CAMO MAR 6_22SEP17_153.28 _UK,DQIM,CAT II,Low,9/22/17 14:19,9/25/17 16:49,0,1/0/00 0:00,Default,a,0
S024-20170922-143039708,17R_BK1_DMC_ CAMO MAR 7_20SEP17_477.21 _UK,DQIM,CAT II,Low,9/22/17 14:30,9/25/17 16:13,0,0,Default,A,0
S024-20171003-215438615,17R_WPNS_DQIM_CHURCHILL_FIT_WEAPONS_COLLECTOR_REQUIREMENTS_UK,DQIM,CAT I,Low,10/3/17 21:54,10/4/17 16:32,0,1/0/00 0:00,A941,multiple,0
S024-20171005-193557126,17R_BK2_WPNS_HTU EEL ALERT_05OCT17_591.87,DQIM,CAT I,Low,10/5/17 19:35,10/5/17 20:49,10/6/17 21:37,10/10/17 14:56,Default,MB425C-01,0
S024-20171010-173336725,17R_BK2_DMC_P001050_10OCT17_59.04_UK,DQIM,CAT II,Low,10/10/17 17:33,12/14/17 18:04,0,1/0/00 0:00,Default, 2VSH32305-0004,0
S024-20171016-170447427,17R_SUPPLY_PN JSFB25E3-4G  LOAD_16OCT17_UK,DQIM,CAT II,Low,10/16/17 17:04,10/17/17 15:33,10/27/17 18:36,1/0/00 0:00,Default,JSFB25E3-4G,1/0/00 0:00
S024-20171016-194417158,17R_PFE_160CT 2017_PAIRS AGAINST BASE INDUCTED ITEMS_UK,DQIM,CAT II,High,10/16/17 19:44,11/28/17 19:07,0,1/0/00 0:00,Default,1/0/00 0:00,0
S024-20171016-215209631,17R_PFE_16OCT17_CAT1_PFE INVENTORY TRANSFER_UK,DQIM,CAT I,Low,10/16/17 21:52,10/17/17 15:15,11/9/17 13:17,11/9/17 19:34,Default,0,0
S024-20171025-005349846,errors with 1_DATA_AR S024-20171003-215438615 ORA errors Invalid values.,DQIM,CAT II,Medium,10/25/17 0:53,10/25/17 1:02,12/11/17 21:02,1/0/00 0:00,Default,0,1/0/00 0:00
S024-20171030-150753191,"17R_SUPPLY_PN AND CC LOAD (PN: 2CSH00691-0001, CC: 81755)_30OCT17_UK",DQIM,CAT II,Low,10/30/17 15:07,10/31/17 22:26,11/16/17 13:10,11/20/17 18:33,Default,0,0
S024-20171030-215951271,17R_BK1_DQIM_ AARI P5 LRU NOT ON LCN BOM_30OCT17_477.21_UK,DQIM,CAT II,Low,10/30/17 21:59,10/31/17 17:23,0,1/0/00 0:00,Default,1/0/00 0:00,0
S024-20171114-225928977,17R_BK1_DMC_PANEL4176_14NOV17_477.21_UK,DQIM,CAT II,Low,11/14/17 22:59,12/6/17 22:03,0,1/0/00 0:00,Default,1/0/00 0:00,0
S024-20171116-032205530,"17R_BK1_DMC_PARA & CONTAINER ASSY, MBEU250020-8_479.55_UK",DQIM,CAT II,Low,11/16/17 3:22,11/22/17 17:31,0,1/0/00 0:00,Default,MBEU250020-8,0
S024-20171116-040852422,17R_BK1_BK2_&_BK4_DMC_P001327_15NOV17_UK,DQIM,CAT II,Low,11/16/17 4:08,11/22/17 17:37,0,1/0/00 0:00,Default,2FCH56830-0001,0
S024-20171116-054125966,17R_BK2_DMC_P004533&P004534_622.91_UK,DQIM,CAT II,Low,11/16/17 5:41,11/22/17 17:46,0,1/0/00 0:00,Default,2649E4570-1,0
S024-20171117-160028321,17R_SUPPLY_PN LOAD_2CSH00691_3002_17NOV17_UK,DQIM,CAT II,Low,11/17/17 16:00,11/17/17 21:44,12/4/17 18:51,12/12/17 21:55,Default,2CSH00691-3002,0
S024-20171120-182208742,17R_BK4_TMT_20NOV17_191.00_AARI_LCN_BOM_UPDATE_UK,DQIM,CAT II,High,11/20/17 18:22,11/20/17 19:17,0,1/0/00 0:00,Default,1/0/00 0:00,0
S024-20171129-023227461,17R_BK2_AV_ASU PART NUMBER NOT ON LCN BOM_28NOV17_622.91_UK,DQIM,CAT II,Low,11/29/17 2:32,11/29/17 17:14,0,1/0/00 0:00,A4821017,904711-3,0
S024-20171201-225432479,Need EEL created for Part Number  3888533-4  Serial Number 1716250400531  Manufacturer  99193,DQIM,CAT II,Medium,12/1/17 22:54,12/1/17 22:58,1/8/18 16:43,1/8/18 17:25,Default,3888533-4,1.72E+12
S024-20171207-185011263,17R_BK2_AV_RADOME NOSE_07DEC17_622.9_UK,DQIM,CAT II,High,12/7/17 18:50,12/7/17 21:03,0,1/0/00 0:00,Default,5700ED001-101,0
S024-20180105-213858467,"REQUIRE LCN EFFECTIVITY FOR TVE'S XSTB AT STATION 6, 12 AND 13 BE REMOVED SEE DETAILS",DQIM,CAT II,High,1/5/18 21:38,1/5/18 21:51,0,1/0/00 0:00,E9400210,E94PNLULH-0003,0
S024-20180108-190323776,EEL's NEEDED FOR PN: 3193315 CC: 91417,DQIM,CAT II,Low,1/8/18 19:03,1/8/18 19:07,0,1/0/00 0:00,Default,3193315,0
S024UNGB07-1-14755061,Create Part Required,DQIM,CAT II,High,12/15/14 19:05,1/23/15 1:19,4/8/15 23:45,7/2/15 1:07,ALIS,2SJL00048-0004,0
S024UNGB07-1-14821341,UK_17(R)_BK1_ALIS_17JAN15_MISSING EEL FOR A8692030 UPLOCK 1ER LIFT FAN DOOR FWD,DQIM,CAT I,Low,1/17/15 0:09,1/20/15 17:40,3/4/15 18:20,3/4/15 21:18,ALIS,2CHH91120-3015,0
S024UNGB07-1-14821511,UK_17(R)_BK1_ALIS_17JAN15_MISSING EEL FOR C861327_SENSOR VIBE LFS DRIVESHAFT,DQIM,CAT I,Low,1/17/15 17:12,1/20/15 17:39,3/2/15 20:49,3/4/15 21:21,ALIS,7751M9,0
S024UNGB07-1-14821580,UK_17(R)_BK1_ALIS_17JAN15_MISSING EEL FOR A2116011 AC CONTACTOR MODULE,DQIM,CAT I,Low,1/18/15 17:34,1/20/15 17:38,3/4/15 18:22,3/4/15 21:22,ALIS,8-1616975-0,0
S024UNGB07-1-14824896,UK_17(R)_BK1_ALIS_18JAN15_HOLE_A5297 INTER0L ACCESS COVERS,DQIM,CAT II,Medium,1/18/15 18:34,1/20/15 17:36,8/31/15 17:01,8/31/15 22:39,ALIS,NOT KNOWN,0
S024UNGB07-1-14825095,UK_17(R)_BK1_ALIS_18JAN15_HOLE_A5333_PLATE_SKIN CENTER FUSELAGE,DQIM,CAT II,Medium,1/18/15 18:53,1/20/15 17:35,3/17/15 18:37,6/22/15 17:39,ALIS,NOT KNOWN,0
S024UNGB07-1-14825321,UK_17(R)_BK1_ALIS_18JAN15_BOM HOLE A94 FIRE CONTROL SYSTEMS,DQIM,CAT II,Medium,1/18/15 22:17,1/20/15 17:33,9/25/15 20:56,10/5/15 20:08,ALIS,NOT KNOWN,0
S024UNGB07-1-14827031,UK_17SQN_ZM135_Supply_20012015_239.17_SOU No Part No,DQIM,CAT II,High,1/20/15 22:03,1/21/15 15:41,3/23/15 19:17,6/18/15 1:25,ALIS,MS24360-2,0
S024UNGB07-1-14861571,UK_17(R)_BK1_SUPPLY_27JAN15_244.12_NO PART NUMBER,DQIM,CAT II,High,1/27/15 16:32,7/7/15 21:15,3/6/17 21:56,0,Default,3169587-102,0
S024UNGB07-1-14866291,UK_17(R)_BK1_ALIS_28JAN15_244.12_PFE DATA LOAD ISSUE,DQIM,CAT I,Low,1/29/15 2:28,2/18/15 14:15,3/18/15 13:56,7/2/15 1:10,ALIS,0,0
S024UNGB07-1-14867811,UK_17(R)_BK1_ALIS_30JAN15_244.12_CMMS EEL ALERT_CONTACTOR,DQIM,CAT II,Medium,1/31/15 0:51,2/2/15 16:46,4/30/15 19:56,6/24/15 21:06,ALIS,8-1616975-0,0
S024UNGB07-1-14867920,UK_17(R)_BK1_ALIS_30JAN15_244.12_CMMS EEL ALERT_SENSOR,DQIM,CAT II,Medium,1/31/15 1:00,2/2/15 16:45,4/22/15 18:47,6/24/15 21:11,ALIS,7751M9,0
S024UNGB07-1-14868026,UK_17(R)_BK1_ALIS_30JAN15_244.12_CMMS EEL ALERT_FWD LOCK ASSY,DQIM,CAT II,Medium,1/31/15 1:08,2/2/15 16:44,4/22/15 18:34,6/24/15 21:12,ALIS,2CHH91120-3015,0
S024UNGB07-1-14868271,UK_17(R)_BK1_ALIS_02FEB15_244.12_AME COLLECTORS,DQIM,CAT II,Low,2/2/15 16:33,2/3/15 22:35,5/18/15 17:26,7/1/15 22:59,ALIS,E94CRDL005-0004,0
S024UNGB07-1-14871411,UK_17(R)_SUPPLY_05FEB15_SOU_NO_PART_NUMBERS,Supply Chain,CAT II,Low,2/5/15 16:55,2/5/15 16:55,0,8/2/16 21:28,A9920014,Multiple Part No's,0
S024UNGB07-1-14879581,UK_17(R)_SUPPLY_17FEB15_251.87_NOSE_WHEEL_SHORTAGE,Supply Chain,CAT I,Low,2/13/15 16:18,2/17/15 18:25,2/20/15 17:32,6/22/15 18:49,ALIS,2628A2500-1,0
S024UNGB07-1-14946214,UK_17(R)_BK1_ALIS_20FEB15_253.37_TRS - RDCTL_USEAGE_INCORRECT,DQIM,CAT II,Low,2/21/15 1:41,2/21/15 1:41,5/14/15 18:41,6/11/15 23:03,ALIS,0,1882
S024UNGB07-1-14961454,UK_17(R)_BK1_ALIS_25FEB15_253.37_MLG WT B0112 B0124 EEL SYNC PROBLEM,DQIM,CAT II,High,2/25/15 23:26,3/12/15 18:22,3/18/15 23:18,11/24/15 3:23,ALIS,0,0
S024UNGB07-1-15037591,UK_17(R)_BK1_ALIS_17MAR15_273.87_EEL REQUIREMENT,DQIM,CAT II,High,3/17/15 20:55,5/6/15 12:10,7/6/15 19:00,7/9/15 17:26,A2812010,2GFV00701-0001 / 2030046-101,0
S024UNGB07-1-15043081,UK_17(R)_BK1_MECH_18MAR15_277.46_AAI DOORS INCORRECT ASSET ELECTRONICALLY FITTED,DQIM,CAT II,Medium,3/18/15 19:55,7/1/15 15:58,9/4/15 21:24,9/21/15 17:41,ALIS,0,0
S024UNGB07-1-15157585,UK_17(R)_BK2_ALIS_19MAR15_322.47_EEL_REQUESTS,DQIM,CAT II,Medium,3/20/15 6:34,4/1/15 23:08,6/1/15 14:58,10/1/15 18:00,ALIS,0,0
S024UNGB07-1-15160901,UK_17(R)_SUPPLY_24MAR15_277.46_SOU_NO_PART_NUMBER,DQIM,CAT II,Low,3/24/15 15:44,6/5/15 18:47,9/22/15 15:51,10/8/15 19:50,Default,AE802700112-258,0
S024UNGB07-1-15161301,UK_17(R)_SUPPLY_24MAR15_277.46_SOU_NO PART_NUMBERS,DQIM,CAT II,Low,3/24/15 18:46,6/5/15 18:49,10/1/15 16:44,3/9/16 22:48,ALIS,2ASH12089-0003,0
S024UNGB07-1-15166051,Add CGAC to UK SOU part catalog,DQIM,CAT II,High,3/26/15 0:16,3/26/15 0:18,4/2/15 18:43,7/16/15 1:09,ALIS,2SJL00048-0004,0
S024UNGB07-1-15170631,UK_17(R)_BK1_MECH_27MAR15_277.46_BLEED AIR SYSTEM DUCTS,DQIM,CAT I,Low,3/28/15 3:30,3/28/15 4:38,4/1/15 13:59,4/1/15 9:51,ALIS,0,0
S024UNGB07-1-15174171,UK_17(R)_BK2_AVIONICS_01APR15_322.47_HOLE IN BOM FOR DSP BATT,DQIM,CAT II,Low,4/1/15 17:51,4/3/15 23:56,6/29/15 17:09,7/22/15 0:06,ALIS,2ZKH85090-0001,235
S024UNGB07-1-15174801,UK_17(R)_BK1_WPNS_03APR15_277.46_PARACHUTE AND CONTAINER ASSY EELS DATA.,DQIM,CAT II,Low,4/3/15 18:08,4/6/15 15:55,4/9/15 21:27,4/9/15 9:27,ALIS,0,0
S024UNGB07-1-15234051,UK_17(R)_BK2_ALIS 21APR15_323.77_I0CCURATE WHEEL AND TYRE BOM,DQIM,CAT II,High,4/22/15 4:03,7/1/15 18:52,10/20/15 17:49,10/23/15 5:31,ALIS,0,0
S024UNGB07-1-15257451,UK_17(R)_PFE_01MAY15_PFE_EEL_ALERTS,DQIM,CAT II,Medium,5/1/15 21:50,5/6/15 21:33,9/2/15 16:20,9/2/15 23:49,ALIS,0,0
S024UNGB07-1-15266111,UK_17(R)_BK1_ALIS_07MAR15_ICP_BATTERY_LCN_A4220040,DQIM,CAT II,Low,5/1/15 15:35,6/4/15 3:46,9/4/15 19:22,2/10/17 21:39,A4220040,2ZKH85090-0001 / 0N687041-501,0
S024UNGB07-1-15267324,UK_17(R)_ALIS_07MAY15_BATTERY ASSEMBLY PART BOM UPDATE,DQIM,CAT II,High,5/7/15 21:49,6/23/15 22:44,10/20/15 17:48,10/23/15 5:36,ALIS,0,0
S024UNGB07-1-15267410,UK_17(R)_ALIS_07MAY15_LIGHT ENGINE BOM UPDATE,DQIM,CAT I,Low,5/7/15 22:01,6/23/15 22:47,6/29/15 20:23,7/23/15 2:42,ALIS,0,0
S024UNGB07-1-15314931,UK_17(R)_BK2_ALIS_04JUN15_369.32_UPDATE EEL TO CORRECT USAGE,DQIM,CAT II,Low,6/5/15 3:19,7/8/15 23:30,7/24/15 19:10,2/12/16 17:26,ALIS,0,0
S024UNGB07-1-15322113,UK_17(R)_BK2_ALIS_04JUN15_369.32_A5297 INTER0L ACCESS COVERS,DQIM,CAT II,Low,6/5/15 5:53,6/8/15 18:07,9/1/15 9:50,9/1/15 18:48,ALIS,0,0
S024UNGB07-1-15325504,UK_17(R)_BK2_ALIS_04JUN15_369.32_BCCU EEL UPDATE,DQIM,CAT II,High,6/8/15 16:35,7/2/15 20:24,7/10/15 20:55,7/16/15 1:35,ALIS,0,0
S024UNGB07-1-15330976,UK_17(R)_ALIS_11JUN15_PART NUMBER NOT AVAILABLE ON UK SOU,DQIM,CAT II,Low,6/12/15 15:10,6/22/15 18:37,9/14/15 22:08,10/8/15 19:52,ALIS,ALIS,0
S024UNGB07-1-15343631,UK_17R_BK1&2_ALIS_285.72_FTI COMPONENTS SPIR UPDATE,DQIM,CAT II,High,6/24/15 18:47,6/25/15 17:55,6/3/17 17:49,6/3/17 17:49,A4811014,2MJE30024-0001,0
